episode,reward,moving_avg,epsilon,steps
1846,6.9500,4.3408,0.0500,135
1847,7.1800,4.3016,0.0500,158
1848,-0.9000,4.2828,0.0500,290
1849,2.1100,4.1008,0.0500,471
1850,0.4900,4.1240,0.0500,429
1851,7.1300,4.1744,0.0500,153
1852,1.1900,4.2792,0.0500,379
1853,7.0500,4.6532,0.0500,600
1854,7.7200,4.9452,0.0500,212
1855,0.8400,5.0784,0.0500,344
1856,7.1800,5.0748,0.0500,158
1857,7.3900,5.0496,0.0500,179
1858,7.1900,5.0564,0.0500,159
1859,7.1900,5.0324,0.0500,159
1860,-2.2300,4.6620,0.0500,277
1861,7.1800,4.9316,0.0500,158
1862,-1.0300,4.9112,0.0500,277
1863,7.2000,4.9184,0.0500,160
1864,7.5300,4.9392,0.0500,193
1865,7.1400,4.9672,0.0500,254
1866,8.1200,5.0032,0.0500,252
1867,3.5500,5.1192,0.0500,295
1868,7.0900,5.1136,0.0500,149
1869,0.4100,4.8432,0.0500,436
1870,7.7800,4.8580,0.0500,218
1871,-0.4800,4.5608,0.0500,592
1872,-0.3700,4.2588,0.0500,343
1873,7.2500,4.5848,0.0500,165
1874,7.2500,4.7904,0.0500,365
1875,7.5300,5.0720,0.0500,193
1876,7.0600,5.0692,0.0500,146
1877,1.2200,5.0704,0.0500,382
1878,7.0200,5.0692,0.0500,302
1879,6.4000,5.0164,0.0500,600
1880,8.1000,5.3068,0.0500,450
1881,-0.1900,5.0120,0.0500,361
1882,7.4700,5.0152,0.0500,287
1883,0.1200,4.7324,0.0500,272
1884,7.0900,4.7284,0.0500,449
1885,10.2900,5.2292,0.0500,594
1886,-1.3100,4.8896,0.0500,559
1887,7.4000,5.2268,0.0500,380
1888,-0.9200,4.9020,0.0500,288
1889,8.4000,4.9368,0.0500,380
1890,0.1800,4.6584,0.0500,433
1891,7.4400,4.6312,0.0500,354
1892,-0.6500,4.4632,0.0500,375
1893,6.9200,4.4564,0.0500,232
1894,4.5800,4.6232,0.0500,398
1895,-0.8900,4.2764,0.0500,386
1896,-2.4500,4.1976,0.0500,255
1897,-2.4600,4.1140,0.0500,254
1898,-0.9500,3.7860,0.0500,385
1899,0.0700,3.4988,0.0500,267
1900,-2.6500,3.0916,0.0500,235
1901,-1.9400,2.7316,0.0500,186
1902,-1.6900,2.6152,0.0500,211
1903,-1.5700,2.2716,0.0500,223
1904,-3.0000,1.8956,0.0500,200
1905,-3.4000,1.4356,0.0500,160
1906,-0.7600,1.4128,0.0500,304
1907,-1.6200,1.0492,0.0500,218
1908,-1.1000,1.0004,0.0500,270
1909,0.8100,0.7492,0.0500,341
1910,-3.0800,0.2144,0.0500,192
1911,-0.2400,0.2572,0.0500,236
1912,-1.8300,-0.1120,0.0500,322
1913,0.3700,-0.0604,0.0500,297
1914,-0.3100,-0.4088,0.0500,424
1915,-2.7500,-0.5260,0.0500,225
1916,-0.9000,-0.8596,0.0500,460
1917,5.2000,-0.6256,0.0500,160
1918,6.0400,-0.6608,0.0500,144
1919,-0.3500,-0.8580,0.0500,225
1920,0.0100,-0.8220,0.0500,261
1921,-2.0000,-0.8040,0.0500,300
1922,7.5200,-0.4048,0.0500,267
1923,1.6200,-0.3020,0.0500,422
1924,0.2000,-0.2968,0.0500,280
1925,2.3300,-0.0976,0.0500,493
1926,7.7300,0.2892,0.0500,213
1927,11.2800,0.8080,0.0500,568
1928,5.5100,1.0912,0.0500,191
1929,2.0400,1.2928,0.0500,584
1930,8.1600,1.7552,0.0500,256
1931,6.2000,2.0336,0.0500,600
1932,6.2000,2.3464,0.0500,600
1933,8.2200,2.7192,0.0500,262
1934,2.3600,2.7812,0.0500,496
1935,7.4300,3.2016,0.0500,183
1936,0.7900,3.2428,0.0500,459
1937,3.1000,3.4400,0.0500,600
1938,7.4000,3.7212,0.0500,600
1939,7.0500,4.0156,0.0500,600
1940,-2.2200,4.0368,0.0500,278
1941,7.3100,4.3652,0.0500,171
1942,6.9500,4.4352,0.0500,600
1943,9.2600,4.5640,0.0500,366
1944,7.6400,4.8836,0.0500,204
1945,3.0500,5.0052,0.0500,600
1946,1.1800,5.1324,0.0500,438
1947,11.3700,5.2864,0.0500,577
1948,8.1200,5.5464,0.0500,252
1949,7.4800,5.8376,0.0500,188
1950,-1.0200,5.7036,0.0500,398
1951,6.8900,5.6700,0.0500,229
1952,0.4600,5.2372,0.0500,306
1953,2.4300,5.1140,0.0500,503
1954,2.8900,5.1480,0.0500,549
1955,-0.3000,4.8096,0.0500,350
1956,7.5900,4.8652,0.0500,399
1957,8.4000,4.9532,0.0500,600
1958,9.5300,5.0056,0.0500,493
1959,7.2000,5.1992,0.0500,600
1960,-1.7700,4.8312,0.0500,323
1961,-1.4800,4.7404,0.0500,352
1962,1.8900,4.6920,0.0500,449
1963,-0.4000,4.3800,0.0500,220
1964,-1.7600,4.0276,0.0500,204
1965,-1.9200,4.0396,0.0500,188
1966,-0.2400,3.7376,0.0500,236
1967,1.5400,3.5212,0.0500,484
1968,-0.2100,3.1424,0.0500,379
1969,-1.3900,2.7812,0.0500,241
1970,7.9800,2.9784,0.0500,453
1971,7.5200,3.2320,0.0500,192
1972,-0.5000,2.7572,0.0500,375
1973,7.5700,2.7352,0.0500,197
1974,7.5600,2.7384,0.0500,196
1975,0.4900,2.7988,0.0500,459
1976,8.1900,2.8508,0.0500,259
1977,8.1600,3.1588,0.0500,256
1978,8.8000,3.4136,0.0500,320
1979,7.6300,3.6032,0.0500,203
1980,7.5300,3.9164,0.0500,193
1981,10.0600,4.0152,0.0500,446
1982,7.5100,3.9796,0.0500,191
1983,7.8800,3.9136,0.0500,228
1984,7.3500,3.9196,0.0500,275
1985,8.0700,4.3132,0.0500,247
1986,6.8000,4.6444,0.0500,600
1987,7.8200,4.8816,0.0500,222
1988,8.9100,5.2540,0.0500,331
1989,7.2700,5.6152,0.0500,167
1990,7.5200,5.9928,0.0500,192
1991,-1.4400,5.9448,0.0500,481
1992,0.3100,5.8956,0.0500,496
1993,-1.3900,5.8484,0.0500,241
1994,8.2700,6.2348,0.0500,267
1995,5.4500,6.1336,0.0500,185
1996,6.4400,6.0904,0.0500,184
1997,9.4200,6.4872,0.0500,587
1998,-0.3400,6.1708,0.0500,391
1999,6.5500,6.1304,0.0500,600
2000,8.2500,6.4408,0.0500,265
